Comment;Column2;Column3
narasumbernya top;5;positif
new normal harusnya liat dulu perkembangan corona di indonesia apakah grafiknya menurun atau tidak ini corona di indonesia grafik naik terus liat di jepang melakukan new normal karna bisa mengurangi yang terkena positif kalau saat ini indonesia melakukan new normal menurut saya ini keputusan yang salah kecuali kasus positif di indonesai berkrang baru efektif;2,52273E+15;positif
wah;0;netral
new word older;1,66667E+16;positif
tolong jgan dulu ;0;netral
libur kan aja tahun ini biar aman;0;netral
jgn dulu sekolah di buka;125;positif
betul jangan buru buru kesekolah dulu ini demi keselamatan murid murid mending mencegah dari pada mengobati sekolah tuh ramai bahaya ;0;netral
pastikan aman dulu;4,16667E+15;positif
ruwet ruwet;0;netral
dj dicabit aja aturan psbb dn yg lainya itu hanya memperuliit masyarakat sdh aja gk usah aja ada aturan lockdown segala hanya sja masyarakat dihimbau dihrskan setiap aktifitas gunakan masker dn keluar seperlunya klo sekolah kantor pabrik diaktifkam sprt semula kita butuh mkn klo begini terus bisa dunia ini kacau;0;netral
betul saya setuju mending anak saya ga sekolah dulu anak sd blm bisa jaga jarak apalagi anak saya sekolah negri kelas anak;0;netral
kalau sekolah di buka pasti di sekolah ku gak ada yg dateng atau kalau ada pasti dikit org kalau hujan aja yg masuk dikit apalagi ada virus;-15625;negatif
wabah penyakit menular tidak pasti kapan berakhir sedangkan kebutuhan makan minum harus ada setiap hari maka pencetusan awal new normal hanya untuk memenuhi kebutuhan yg mendesak utk kembali kerja secara normal dg tatanan baru bukan utk sekolah jangan memaksakan bro pd kondisi yg belum jelas sedih klo anak tertular dak bisa kubayangkan ;2,84091E+16;positif
sekolah ga usah masuk lah kasian anak anak kasian anak anak;0;netral
mall bisa dibuka knapa skolah gakdibuka;0;netral
sekolah jangan dibuka dulu demi keamanan anak anaka;0;netral
buka kampus juga dong udh muak nih sama kuliah online yang ga efektif;-7,14286E+15;negatif
kalau dari perspektif ketakutan ga bakalan ada yg bisa jalan saya jg selaku org tua rela kok anak saya bisa skull kembali asal gak divaksin kalau sampe nanti dipaksa vaksin corona mending gw brentiin anak gw skolah dan biar gw sndiri yg ajarin di rumah ;3,75E+15;positif
sy sangat setuju dgn bu retno semua harus diperhitungkan secara matang sy punya anak kecil umur masuk tk saja belum sy rencanakan utk masuk tk ;0;netral
saya merekomendasikan ban semester ;0;netral
klau sekolah jangan dulu lah;0;netral
dari pertama ada kasus covid dibtauwan anak sekolah cuma libur minggu tanpa ada aturan psbb dari pemerintah masyarakat inisiatif sendiri untuk jaga jarak dan hasilnya sekarang taiwan udah kembali normal tapi tetap hati dan waspada keluar tetap pake masker atas kesadaran diri sendiri semoga negara kita pun segera bebas dari pandemik ini;1,85714E+16;positif
kalo liat pertanyaan kadrun liat d koment d tentang berita new normal itu selalu salah d mata kadrun ini slaah satu pertanyaan kadrun nanya dgn narasi pemerintah cuman mikirin ekonomi kenapa sekolah ngga di buka kenapa tempat ibadah ngga d buka serba salah nti d buka tempat ibadah dgn sistem new normal bilang kenapa pemerintah d atur shaf d mesjid dan kknp d batasi jemaah nya pasti d salahin ;-1,0303E+16;negatif
untung bu retno ini masih bisa berpikir jernih dan bijak tdk ikut latah karena p mr nt h menyerukan new normal setuju bu persen yo jangan ikut latah nyawa anak kita dan pendidik yg jd taruhan jika dipaksakan ;1,43182E+15;positif
klau sekolah kembali di buka alamat penyebaran covid akan semakin cepat penyebaranya;0;netral
waduh indonesia apa mungkin bs gtu ngeri bgt klo mulai masuk iya klo org orgnya pada taat disiplin sebagian besar pada cuek pgn sih cpt masuk lg kasian anak tll lama dirumah cm klo ky gini ngeri juga ayooo dong yg pada bisa diem dirumah pada diem dirumah biar angka covid cpt turun dan kita bisa sekolah lg;8;positif
btul itu ibuk;0;netral
setiap orang punya pendapat yg berbeda beda klau saya perhatiin begitu banyak ank tiap hari main bareng tpi alhamdulilah mereka semua sehat dn baik saja jika ad ora yg meeasa cemas dn kewatir akn trjadi hal yg tdk diinginkan itu jg sangat wajar tapi lihat ap dampaknya juga jika ank trlalu tdk belajar tentunya hasilnya tdk baik jga untuk sianak bukanya belajar malah trlalu asik main hingga lupa segalanya mohon dipertimbangkan juga ;1,66667E+16;positif
saya sebagai org tua sangat tidak setuju anak sekolah di masukan di bln juni atau juli krn hbs lebaran ini kasus covid semakin meningkat awas ini anak lo ya pemerintah yg org tua aja jaga kesehatan aja belum sempurna apa lg anak ngeri sekali klo smpek anak sekolah terjangkit covid anak terjangkit covid org tua mau tdk mau juga terjangkit krn hrs menjaga anak di rmh skit tolong di pikirkan secara matang jangan asal lan;-1,88889E+16;negatif
setuju bu;0;netral
sabar anak gue jg mau sekolah kpai apa guna nye sih buat negara ;0;netral
libur libur mantap jiwa asal ndk usah ngasih tugas malas pengen tidur;0;netral
plisss sekolah jgn dulu deh kasihan anak ;-125;negatif
kalau anak sekolah mau normal ke sekolah lagi yaa harus pk cara cara nya di shift masuk nya kalau kelas isi nya yaa yg masuk alias bergantian masing� hari;15;positif
ya seharus nol kasus covid dulu masuk sekolah klau mementingkan ekonomi brati ekonomi lebih penting pada nyawa seseorang ;3,83333E+15;positif
jngan masuk dulu januari aj br kondusif kasihan anak yg msh punya masa depan tp klo rezim yg pki pasti sruh masuk br ank pd mati;0;netral
lebih baik belajar online demi anak anak sangat berbahaya sekali tunda setahun juga nga apa jangan cerobah ambil keputusan pikir anak anak dulu betul tidak semua anak ada yang betah pakai masker apalagi kantin ramai anak jajan pikir seribu x demi anak kami terima kasih;3,14286E+16;positif
piye iki jal mumet sirahku klo sekolah online lanjut lg wajib bayaran sklh di potong tolong kemendikbud buat perintah ke sekolah ;0;netral
semua org tua tdk ingin anak nya menjadi korban nah disini hrs ada sekolah yg berani silahkan klw ada sekolah yg mau duluan buka sy tdk akan izinkan anak sy bersekolah utk tahap pertama dimulai ;3;positif
udah mending sekolah libur sampe tahun ;5;positif
kalau buka sekolah yakin aja omongan gua yang sekarang nambah perhari kalau skolah buka bs smpai yang nambah sehari banyak penyumbang adalah anak sd kalau saran gua gak usah mkirin pndidikn dl deh perekonomian gak apa dbuka tp pndidikan trlalu berbahaya cm krna mau selamatkan pelajaran yang tertinggal malah nanti jd kematian yang datang;0;netral
 antapermana comelpipimerah kasihkuselamanya terang ikhlas kisahkuselamanya tujuhnasihat segalaperasaanbysitinurhaliza;4,4E+15;positif
iya bener bu retno di sd sy blm mampu menyediakan sapras sesuai protokol pencegahan covid penampungan air wastafel apalagi alat test pengukur suhu dll sebab kemampuan minim jgnkan utk hal tsb semua gedung juga tdk layak mohon bantuan ;0;netral
kenapa mall ma pasar dibuka;0;netral
klo skolah dibuka ekonomi kecil dibuka normal lebih dulu klo skolah satu bapak rata prhari rb klo corona bisa rb hr dah bagus itupun yg msh bisa jln lha klo skolah masuk anak sangux brp ongkos angkot klo anak habis hr tp kantong bapakx gk jlas mnding anak gk skolah buat makan aja susah kok skolah mski spp gratis ongkos sangu gmn infox bln plajsr masuk hrsnya bulan cpat normal jd bapak dah krja bln pmanasan bisa bli buku tulis tas sragam dll asal masuk aja bisa sparo gk masuk krn alasan ongkos peralatan sekolah ;1,46167E+16;positif
https youtu be viesntq m;0;netral
tempat wisata rencana mau di buka mol di buka sekolah belum di buka yo wis ora usah sekolah dolan wae ning tempat wisata kono opo ning mol kono ;0;netral
berarti sekarang kita pakebal kebal aja siapa yg immunenya bagus itulah yg bebas dari covid ;0;netral
biarpun sekolah gw bakal aktif tanggal juni gw ttp bakal masuk saat keadaan sudah normal apapun yg terjadi ;15;positif
mending mengulang dari pada jadi korban korona ;0;netral
kok ikutan cina ta bu gurune;0;netral
saya sangat tdk setuju klu anak udah harus masuk sekolah tolong di pikirkan keselamatan anak karna bagai manapun blm tentu anak udah bisa menjaga diri dalam hal protokol kesehatan biarkanlah anak belajar di rumah sampai benar bebas dari corona ini;0;netral
pemikiran terlalu pintar seperti masih trjadi penularan malah d bilang normal ente semua sehat menurut gw klo memaksa newnormal mending perbaiki dr ekonomi trlebih dahulu lu fikir sekolah gk pke biaya udah tau bnyk yg kena dampak ekonomi sekarang tambah biaya buat anak sekolah buat makn aj bnyk yg kesusahan wong edan koe bebas;15;positif
betul ibu kpai harus kasus dulu baru boleh masuk kami di surabaya masih tinggi mohon pemerintah sangat berhati hati dalam mengambil keputusan karena daerah kami juga padat penduduk sangat rentan menyebar apabila salah satu tertular ;-1925;negatif
 juni tinggal bagi rapot libur lg ;0;netral
permintaan orang muret mohon pemerintah jangan buka sekolah dulu sangat membahayakan keselamatan anak ;0;netral
dirunding bersama anak itu gak tahan sakit apalagi step bila suhu derajat anak kalu sakit rewelnya minta ampun dan harus ada pendamping orang bergantian dirumah sakit bila anak terpapar corona maka yg nunggu org harus terpapar corona tdk mungkin perawat ngontrol rewel anak selama perawatan dirumahsakit paling tdk ada pendamping anak terpapsr corona sama dngn org pendamping dirmh sakit;0;netral
menurut saya untuk penutupan sekolah harusnya pemerintah daerah mempetakan untuk daerah seperti kota mungkin bisa sekolah online tapi untuk wilayah pedesaan yg tidak ada fasilitas seperti layaknya kota akan sangat sulit dan di wilayah pedesaan yg masih dalam zona hijau masih bisa dilakukan melakukan pembelajaran dan harusnya bisa dibuat jadwal minimal hari dalam minggu ;-1,21429E+16;negatif
guru masa liburan juga minta bayaran padahal gk pernah ngajar waktu pandemi knpa murit bayar trs di saat pandemi gk masuk akal mending gk usah sekolah sekolahpun kerja di persulit banyak yg nganggur ;175;positif
peraturan orang orang setres ;0;netral
saya juga kuatir bila anak sudah masuk sekolah karena mereka masih belum mengerti sosial distencing lebih baikmenunggu sampai benar aman untuk anak tolong di pikirkan kembali untuk rencana membuka sekolah tolong pak mentri mendidikan ;0;netral
saya jg blm siap;0;netral
kasian bocil reeek;0;netral
fakultas saya di tiap lantai ada at least kamar mandi wastafel tapi kotor kadang air tidak nyala wastafel tersumbat lalu ada mahasiswa asing iya setuju tunggu kasus di semua daerah tidak boleh buka kantin kalau perlu tunggu ada vaksin yg terbukti benar manjur baru sekolah buka sebab sekolah kuliah dari rumah online sebenarnya kan bisa itu kalau pemerintah indonesia bener sayang dengan masyarakat tidak mementingkan ekonomi saja toh sekolah universitas juga tetep narik spp walau belajar online murid dan mahasiswa g mungkin protes ;-140625;negatif
mkin lma anak ga sklh mkn bandel anak anak prilaku nya mungkin sklh boleh tapi ada aturan aturan tertentu kasih mreka pekerjaan sekolah yg hrs di slsaikan jgn jdinya cuma main trus lantas ada yg suka bandel jdi tukang ngebuly yg laimya krna tadi kbnykan nganggur ga sklh nonton tv trus ganggu tetangga karena berisik;1,31548E+16;positif
jangan mengambil resiko yg besar kasian anak anak kami kalo memang covid sudah bener benar hilang baru sekolahan dibuka memangnya biaya rumah sakit nggak mahal buktinya didaerah kami ada yg terkena covid biaya sendiri dikira gratis;15;positif
untung aku udah lulus nganggur aja lah ;0;netral
kalo new normal terus sekolah d buka pasti orang tua perlu new balance sama new era;9,31818E+14;positif
dukung januari bu ;0;netral
cerdas bu retno ketimbang kemendikbud menurut sy yah no offense;0;netral
bpk ibu pemerintah saya selaku org tua anak yg masih sd masih khawatir klo hrs sekolah mereka masih kecil belum paham bener apa itu sosial distancing klo terpaksa hrs sekolah sebaiknya anak smp sma keatas yg sdh paham dan mengerti mohon di perhatikan ya bpk ibu pemerintah ;0;netral
ada yg punya link survei bagi siswanya ga kami sebagai siswa punya hak untuk mengisi salah satu tindakan dari penerapan new normal ini bkn hanya tinggal memenuhi peraturan klo ada survey mohon untuk semua siswa yg ada di indonesia juga hrus berpartisipasi jgn bbrp ank saja yg ikut survey itu ada ig kemedikbud buat apa ada media lain mengapa tidak disebr luaskan ;1,43182E+15;positif
ruwett ya;0;netral
skull jo dibukak sek mesakne bocah kahanan koyo ngene ;0;netral
kami orang tua murid kurang setuju apabila diputuskan harus masuk aktifitas sekolah bagi anak kami apabila kondisi covid di indonesia blum normal mohon pertimbangan yang lebih matang mendikbut kemendikbudri;25;positif
anak sy umur dan th apa bs mereka jaga jarak selalu cuci tangan betah pake masker org dirumah aja harus di suruh dulu namanya juga anak kecil bro biarin lah tinggl kelas dl sampek wabah mereda klo di paksain ntr ada apa apa sp yg tanggung jawab ;0;netral
anak pasti punya keluarga dan corona berbahaya kepada orang orang yang lansia sudah pasti anak mempunyai orang tua ya kalo orang tuanya sudah lansia atau memiliki imun yang rendah kan bisa bahaya;-2,46429E+16;negatif
setuju bu retno;0;netral
guoooobbbblllloookkkk;0;netral
jangan bodoh la noo;-8E+15;negatif
kalo sekolah di buka harus pake peraturan yg ketat dan benar di siplin negara korea bagus juga cara menjaga anak dan mendisplinkan dan anak nya juga di siplin dan nurut dan guru atau pengajarnya jangan ada yg rasis harus benar yg mengabdi untuk negara bangsa karena anak generasi masa depan dan waspada banyak oknum guru yg rasis apalagi dari para pembenci pak jokowi ada dari oposan kadrun;3;positif
kpai iih ;0;netral
lebih baik fokus bagaimana menangani corona dulu ekonomi dan pendidikan nomer kalau corona udh bisa teratasi otomatis pendidikkan dan ekonomi akan berjalan normal lagi ;3;positif
d buka lowongan tukang gali kubur masaal;0;netral
masih ingat kpai dan ingat klw berenang bisa hamil urus anak jalanan tu bu kamu terlalu bertele tele dan panjang kamu gak nyambung kada menteri mereka tdk pernah bilang sampai thn depan tp tergantung gugus covid berkeliaran tp kenapa gak kena virus corona dan kamu urus mereka cari tempat yg layak jgn ngoceh sana ngoceh sini cari solusi pakai masker dan bagi yg demam pilih n batuk jgn sekolah jd gak nyebar virus klw anak kami bodo dirumah aja apa ibu peduli;1,45833E+16;positif
ak gk takut coronaaaa;3;positif
indonesia oh indonesia;0;netral
yg jelas kita orang tua wali murid akan liat situasi t sekolah klo di rasa kurang bagus kita punya hak untuk melarang anak kita sekolah dulu mending sekolah on line home scoolling tolong di pikir masak masak tuk buka sekolah;3,05952E+15;positif
mau ampe taun kedepan klo manusianya masi pada goblok ya kaga bisa ngapa ngapain;-4;negatif
sekolah harus mengikuti petunjuk protokol pencegahan penyebaran covid dengan menyediakan wastafel termometer gun penerapan social distance agar anak didisiplinkan untuk menjaga kebersihan tubuh di luar rumah atau kalo tidak bisa diterapkan lebih baik semua anak sekolah tidak perlu kembali kesekolah ;1,33333E+16;positif
libur th aja kn enak ;7;positif
iya;0;netral
saya sependapat dg kpai tidak boleh gegabah lihat sj dikorea selatan sekolah sempat dibuka beberapa hari kemudian kasus naik lagi akhirnya sekolah ditutup lagi dan kelihatan difoto murid tegang karena harus pake masker dan disekat plastik apakah anak bisa konsentrasi belajar situasi seperti ini jgn lah dipikirin pendidikan kita tertinggal karena seluruh dunia menghadapi pandemi bertahan hidup aja sdh bersyukur sekali apalagi di surabaya saat ini kasusnya masih sangat tinggi dan juga beberapa daerah lainnya menurut saya paling aman kalo sdh dapat vaksin kapan indonesia siap vaksin ;-1,56689E+17;negatif
iya;0;netral
nahan anak diem drumah aja susah gampang kl dsekolah apa iya bs social distancing allahul musta an;4375;positif
corona selain memporak porandakan ekonomi seluruh dunia juga mengajarkan kita untuk hidup disiplin dan menjaga kebersihan semua itu ada hikmahnya mari mulai skrng ikuti peraturan yg ada jaga jarak pakai masker sering cuci tangan dan hindari kerumunan orang bila tidak perlu;-1,21212E+16;negatif
seharus nya menurut saya orang awam maaf bila salah kata penyemprotan desinfekta itu jngan berhenti di indonesia ini jikalau kepengen new normal pemerintah smpe bulan ini harus nya penyemprotan trus dilakukan buat apa kita psbb jikalau penyemprotan desinfekta berhenti;-375;negatif
mending sekolah dibuka kalau vaksin yg efektif sudah ditemukan adik saya lebih enak belajar dirumah karena bisa lebih banyak waktu bermain bersama keluarga dan push rank mobile legends;1,6E+16;positif
media ;0;netral
new normal secara bertahap memang bagus metodenya artinya kita melihat pemetaan petakan area probalita prosentase pengambilan kebijakan berdasar pada data standar kesehatan daerah tersebut kadipaten daerah dan daerah itu lagi buat petaan kecamatan yg mana risk nol kalau di atas ambang kewajaran jangan dulu tapi kalau sudah terjadi perkembangan peningkatan risk sudah di bawah ambang ambang kewajaran sudah nol kasus sampai mencapai kebaikan yg sempurna apa salah nya di normalisasi kehidupan ;2,26136E+15;positif
tolong dong orang orang harus social distancing saya relain gak mudik dan di rumah terus demi keselamatan dan patuh peraturan dari pemerintah ingin sekali ksus corona di indonesia cepat selesai biar semuanya kembali normal tolong dong orang orang patuhi peraturan kalau kasus terkena nambah terus kapan kita hidup normalnya kapn kita gak berhenti khawatir semua orang juga perlu pekerjaan buat hidup tolong di rumah dong saya rasa orang yg gak mampu itu urusan pemerintah di daerah tinggalnya jgn semuanya keluar rumah demi keperluan diluar keperluan pokok ;1,17011E+16;positif
saya tdk setuju sekolah masuk bln juni diluar negri eropa sekolah dibuka kurva coronanya kasus disana udah duluan kena coronanya udah dan bln kena corona bahkan masih banyak sekolah di liburkan sampai saat ini sedangkan diindonesia lagi tinggi yg kena corona ini menyangkut nyawa anak yg rawan lebih baik diliburan thn yg penting nyawa anak selamat generasi bangsa selamat dan lagipula kasian jika anak terkena corona apakah badan mereka yg kecil sanggup melawanya corona bertahan untuk hidup corona belum ada obatnya dan sudah memakan banyak jiwa bagaimana perasaan seorang ibu dan ayah meliah anaknya terbaring sakit lemah tdk berdaya menahan sakit coba dipikirkan lebih baik sekolah online saja thn sekolah bisa kapan saja tapi nyawa udah melayang bisa apa ekonomi bangsa nga ada hubunganya sama anak emang anak nyari uang bekerja sekolah penting nyawa jauh lebih penting mau nyekolahin anak nekat namanyan n yawa taruhanya memang ada yg bisa menjamin anak tdk akan terkena corona waktu sekolah siapa yg bisa menjamin anak tdk akan keluyuran saat pulang sekolah ;1,0983E+16;positif
mau tingkat sd smp maupun sma menurut saya kalau sekolah di aktifkan kembali memang memiliki resiko yang besar terhadap covid terlebih lagi untuk jenjang smp dan sma emosional mereka masih labil dan belum sepenuhnya berpikiran dewasa mungkin pihak sekolah bisa mengawasi mereka di dalam sekolah apa pihak sekolah bisa menjamin mereka ketika di luar sekolah saya sangat ragu akan hal itu ;-1,46667E+16;negatif
menerut gua bosen gw gak ngerasa bosan karna w kelas hampir kelas kan bisa di pikirkan misalnya corana timbul lagi gmn mau masuk sekolah menurut saya belum belum siap karna bisa adanya sekolah bisa kotor dan tidak ada sabun cuci tangan dan tidak aman dan supaya aman jangan nakal dan keluar rumah dan jalan jalan nongkor dan harus menjahui keramayan menurut saya belum siap;0;netral
sebagai siswa sma saja saya juga belum setuju apabila sekolah mulai dibuka dalam waktu dekat ini bukan karena kita malas untuk kembali bersekolah namun saya juga khawatir mengenai penyebaran virus di sekolah beberapa sekolah pastinya bisa menerapkan protokol kesehatan yang ada tapi tidak sedikit juga sekolah yang pastinya tidak siap dalam menjalankan yang ada sebagai contoh seperti penyediaan tempat cuci tangan bagi siswa sistem sanitasi bagi sisiwa di sekolah yang baik maupun penyediaan makanan sehat di kantin bagi siswa apalagi sifat dari para siswa sendiri yang beberapa masih acuh terhadap kebersihan juga dapat menjadi titik awal terjangkitnya virus corona ini dapat dipastikan nantinya sekolah bisa menjadi cluster penyebaran virus corona yang baru lebih baik tertinggal beberapa tahun ajaran untuk menyelamatkan generasi penerus bangsa daripada harus mengorbankannya ;6,95547E+15;positif
tolong ambil contoh dengan malaisya kes sudah makin berkurang ajar belum mau buka sekolah jgn dok pandai kamu kalau km mau anak anak indonesia baxak mati boleh lah tapi ingat anak itu generasih penerus bangsah harta bangsa madah depan ;6,34921E+15;positif
jangan khawatir anak belajar dibrumah akan merugi justru anak sekolah akan merugi krn kondisi blm zero santai tp selamat buru tidak selamat menyesal makanya disini peran ortu sangat penting karena merupakan kewajiban untuk mendidik segala ilmu jd ortu mau gk mau jg ikut belajar kasih sayang dan pengaruh anak utk bermusuhan tawuran di luar dgn teman jg terkendali dan terpantau ortu keluargaku surgaku aamiin ya robb;1,28333E+16;positif
libuurrr sampe keadaan normal nak nolep sangat menginginkan ini ;175;positif
saya paham ehhh itu masih saya sedikit ehhh bagaimana ya eghh karena saya masih belum tau harinya egh ;-1875;negatif
saya jadi guru sma kemarin sempat dicoba satu hari sekolah ngasi waktu untuk ambil rapor buat kelas yg lulus hasilnya yg datang paling kelas itu gak barengan aja udah pada gerombol nunggu temen nya sosial distancing gak ada masker pada copot semua ;1,73333E+16;positif
kenapa tidak awal tahun saja untuk tahun ajaran baru juli desember diliburkan sekalian jangan setengah� jadi tidak usah ada pembelajaran online krn daring itu ilmunya kurang maksimal praktik berbeda jauh dg teorinya dan awal tetap mendapat materi pembelajaran sejak awal secara normal di sekolah ;2,90043E+13;positif
new normal apa new world order ;1,43182E+15;positif
ngapai sekolah santai saja ;4,33333E+16;positif
new world order u;0;netral
di australia dengan nyaris zero rate of new infection saja ketika sekolah mulai dibuka ternyata banyak anak yg kena infeksi corona akhirnya ada sekolah yg ditutup lagi di wilayah new south wales betul ibu kpai dgn masih ratusan infeksi kasus baru mana mungkin sekolah dibuka ;1,44886E+16;positif
setuju sama pernyataan ibu saya selaku guru smk swasta jg masih was sekiranya hrs di perhatikan faktor yg dibilamg ibu masalah masker masalah bekal skolah hrs ada zero kasus dl br dinyatakan bebas dr corona smg wabah cepat berlalu dan anak bsa sekolah kembali kami pun byk menemukan byk kendala dlm mengajar online kurangnya kerjasama antara anak dan org tua jd faktor utama ;1,75729E+16;positif
semoga pejabat pintar segera mengumumkan caranya gimana kalo anak sma sederajat bs jg pake shift selama sebulan u menjelaskan materi nanti lanjut lg di rmh selama sebulan selama di rmh siswa mengerjakan tugas nanti kalo selesai semua siswa dtg ke sekolah hanya u mengumpulkan tugas ulangan harian ke sekolah istilahnya borongan jd bukunya di bawa sekalian kalo anak smp sd tk paud jangan dulu deh biar tugas sm contoh pengerjaannya saja di ambilkan oleh ortu walinya kayak di sekolahan sd anak saya syukur kalo ad buku paket lebih bagus bisa di foto kalo ad hp jd gk perlu pke quota selebihnya biasanya di kasi ketrampilan kayak anak q di minta selama sebulan menanam satu tanaman entah menaman cabe tomat bawang apalah itu pas masuk di bawa di kasi liat gtu yg jd soal itu siapa buk yg jamin thn depan atau setahun atau dua tahun corona bersih liat kasus dbd tetap ad kan walaupun epidemi masa januari febuari ada lebih kasus dbd di palembang oke bu salam damai semoga segera pemetaan dr pejabat jenius kita amin;8,85348E+15;positif
new normal harus gak munkin kita diam trus di rumah;-2,58333E+15;negatif
maaf untuk bpk atau ibu yg mengurus soal pendidikan tolong usahakan bu pak karna ap masa pasar mall sudh dibuka sedangkan pendidikan tidak apalagi kesian orng yg gk punya hp dia mau daring pake ap jdi tolong kasih kelonggran untuk bersekolah atau saya mau numpang kasih saran begini saja kita sekolah tetapi kita perbanyakin aktivitas kebugaran jasmani dan kebersihan sekolh dengan itu kita bisa bersekolah dan tetap menjaga kebersihan lingkungan sekitar;0;netral
bisa jalan asal sekolah dibagi shift wajib mandi sblm pulang sekolah dan ganti baju;-15;negatif
kalau sekolah mau di buka ngak setuju banget sy sebagai orang tua merasa takut virus masih di mana ada di malaysia saja belum di buka sedangkan di malaysia yg meningal hanya sedikit di indonesia ribuan yg meninggal ;-1,66667E+16;negatif
segala masalah sekolah carutnya pembayaran sekolah karna ketidak mampuan lagi para orang tua yg terdampak para mentri dari kesehatan dan pendidikan cuma ngomong doang menjamin tapu bukti hanya kosong malah parah bertambah pulihkan ekonomi baru memulai pendidikan terlalu riskan digambarkan terkait sekolah kembali dibuka ;-1,81439E+16;negatif
aku milih kesehatan no pendidikan no krna sehat lebih penting biar ank sy gk sekolah pendidikanx ketinggalan taun berikutx bisa sekolah lagi dari pada anak sy kena corona gk bisa ktm d isolasi gmna siapa yg ngurus aduh gk kbyang ya allah;3;positif
di singpore hingga june or july blm bole anak masok skolh krna ini faktor kesehtn anak di perrketat jika ada fatal guru yg tanggung jawab mudah an july cepat selesai;3,83333E+15;positif
jgn ngomong senbarangan sekolah masuk angkot dan lainnya lancer jgn sembarangan ngomong bu hidup mati manusia di tangan allah kamu libur terus gaji kamu jalan di sektor lain bagaimana bu kamu guru mikir pake otak ;-1,66667E+16;negatif
urus anak jalanan dulu kan kasihan klw covid serahkan ke menteri kesehatan dan menteri pendidikan kamu urus anak jalanan dan mereka bnyak libur bukan dirumah malah jalan jalan mending disekolah bebas virus bu urus kerjaan mu dikpai urus anak terlantar dan anak jalanan sudah beres blom kerjaan mu ;0;netral
sekolah dirumah aja lebih baik liat sekarang kondisi belum normal jangan buka sekolah dulu kita belum siap kita gk mau kehilangan adek gua;1,6E+16;positif
biarin libur panjang aja enakan gak usah repot bangun pagi nganterin anak sekolah jadi saya bisa bangun siang kalau anak gak sekolah;25;positif
duid terozzzzz;0;netral
 a kalldas pul�ung ;0;netral
tidak usah sekolah;0;netral
d luar negri gk rumit ky d indo anak d sni dn orng tua ny nurut aja d sekolhkn online d sni lebih mmpentingkan ksehtan krna covid yg penting anak bljar dn klo sekolah d rumah bisa ke kontrol sm ortu ny ;0;netral
sekolah negri kan bebas g bayaran ;4;positif
new normal oponeh kwi ;15;positif
iya setuju dengan ibu retno kasihan anak kalau kena virus di isolasi gak bisa dengan orang tua malah hancur hati orang tua murid nanti kalau anaknya kena mana lagi kalau hidup kalau meninggal wih kasian sungguh jangan dulu mending sistem belajar online;-1,28409E+16;negatif
the new world order ;1,36364E+16;positif
aku belum lulus kuliah ;0;netral
new word older;1,66667E+16;positif
benar apa yg di bilang ibu retno zero kasus wastafel sabun cuci tangan kantin toilet yg bersih dll biar anak aman tdk tertular di luar sana ;2,77778E+15;positif
muhammad nur ihsan di sinilah kita di uji kalo mengaku orang beriman bukan bapak saja banyak orang diluaran sana yg keadaanx bahkan lebih prihatin ya memang kita harus sabar siapa juga yang mau dirumah terus bulan saya jg sdh mau bln dirmh anak anak tdk sekolah sabar jika ditimpa ujian tetap bertakwa serahkan semua urusan kepada yang punya hidup dan allah ini sebenarnya menunggu taubat kita tapi kok tidak kunjung datang makanya dia uji kita dg ini karena musibah tidak akan diangkat kecuali dengan taubat allah tidak akan menimpakan musibah ke suatu negeri jika penduduknya beriman sdh jls dlm al qur an allah itu sangat dekat oada hamba nya dibandinh dengan urat lehernya sendr dan lebih sayang dari seorang ibu pada anaknya jadi apapun jahat kita mintalah kepadany mengeluhlah pada nya jgn pada makhluk krn tak kan memberi solusi;1,66667E+16;positif
tolong pak nadiem minta kebijakan dari sekolah agar uang sekolah diberikan kebijaksanaan yg sesuai mengingat bnyk dr kami org tua yg kehilangan mata pencaharian ;5;positif
bagus klo kalian percaya adanya corona yg bikin jengkel di vidio lain yg pd komen corona ktanya gk ada itu cuma akal an indo aja krn politik jdi orang sakit mninggal di bilang corona pdhal cuma sakit dalam doank kata nya di brazil belanda canada amerika dn ngra lain gk ada corona hnya cuma di indo krn politik presiden jokowi supya para pekerja di tutup sekolahan di tutup itu kta orang yg pd koment yg aq gk hbis pikir terus orang sperti mereka itu apa gk denger gk mlihat di tv di radia di sosmed ramai berita mmbicarakn tentang corona ko mereka bilang corona gk ada hnya indo aja bisnis corona aneh kn itu luar ngr corona juga akibat jokowi trus akal an politik gitu aq heran sm rakyat indo yg ghiba aja mulut nya dokter perawat ank sekolah bnyak yg mninggal ktanya yg bikin corona jokowi otak nya di mana gitu rakyat ngra lain percaya corona hnya rakyat indo yg banyk gk percaya corona itu ada ;-1,20015E+16;negatif
nanti saja sekolahnya banyak orang tua murid juga yg kehilangan pekerjaan pendapatan sekolah gratis cuma omong kosong pemerintah atau pejabat terkait saja pesantren saja yg notabene menuntut ilmu allah harus bayar apalagi sekolah ;0;netral
juni masih sebulan jg pesimis deh lagian yg episentrum itu jawa sono d kampung mah kagak anak libur bkan d rumah nooh lihat yg smp sma masih aja jalan ngkrong percuma toh;-1,7E+16;negatif
sekolah blm bisa diajak new normal khususnya tk dan sd anak blm ada kesadaran akan bahayanya virus ini ;1,46591E+15;positif
