Comment,POS,NET,NEG
bagaimana jika anak membawa virus dari rumah atau membawa virus dari teman temannya dan menyebar ke anggota keluarganya apalagi kalo menularkan ke kakek neneknya,0,1,0
terget tahun ini wisuda dan akhirnya terbengkalai dan membusuk di negeri rantau ,0,1,0
dirumah mati jua,0,0,1
lebor woi,0,1,0
buka buat sma dan perguruan tinggi,0,1,0
kembali kan anak sekolah karena anak punya imun kuat ekonomi akan kembali kuat,0,1,0
saya tidak siap jika anak sekola karna semakin hari corona makin tingi yang terjangkit mks,0,0,1
sebaiknya sekolah ditunda dahulu pembukaannya krn mengingat msh banyak zona merah dan belajar lewat daring atau online guru hrs membiasakan disiplin mengajar via daring selama pandemic apa yg dikatakan dari kpai benar sekali org dewasa aza banyak yg terinfeksi covid apalagi anak yg rentan terinfeksi dan apabila anak qta terinfeksi apakah negara kepala negara kepala daerah mendikbud dan sekolah yg dirugikan yg pasti ortu siswa yg sangat dirugikan ,0,0,1
normal kan saja pak,0,1,0
teman tolong bantu kami dengan menandatangani petisi ini https www change org p universitas mercu buana desak pihak universitas mercu buana memberikan kompensasi biaya kuliah di masa pandemi c bdd b c ad ac a c,1,0,0
anak sekolah sudah senang di rumah mereka di suruh sekolah lagi seperti dahulu mamah aku gak mau sekolah enak di rumah,0,1,0
si buah simalakama di makan mati bapa engga di makan mati mama serba susah menentukan pilihan cuma satu jawaban nya pasrah berserah diri serah kan kepada allah swt dia yg memberikan kehidupan dia juga yg menentukan kematian yg penting selalu waspada serta ikhtiar,0,0,1
tumben nih bener kpi,0,1,0
ekonomi dulu pulihkan itupun belom bisa terlihat pulih baru fokus pendidikan ga ada jaminan anak aman dari paparan corona standar protokol pencegahan tidak didasari keamanan dan alat pencegahan ,1,0,0
kasian anak lo bu mereka bosen belajar d rmh jg g efektif kok guru tdk menjelaskan ap ,0,1,0
tujuan new normal itu memperbaiki keadaan ekonomi kan kenapa harus siswa yang rentan terpapar atau jadi pembawa virusnya harusnya di libatkan aku nanya aja karena ga tau ,1,0,0
sy pribadi jangan dibuka dulu karena kami sayang sm anak anak kita kalo th depan stlh nol corona baru d buka karena generasi penerus bangsa adalah anak anak kita,0,1,0
cari mati kalau dibuka,0,1,0
rindu sekolah,0,1,0
enak di rumah aja rebahan,0,1,0
jangan memaksa buru dibuka ini masalah nyawa,0,0,1
masyarakat juga pada banyak yg bandel ujung nya yg disalahkan masyarakat karna gak mau diem di rumah itu karna apa diem di rumah gak menghasilkan rejeki buat bayar uang sekolah makan minum listrik dll kalau emang begitu masyarakat gak bego mereka juga paham konsekuensinya tapi keadaan yg memaksa pemerintah memberikan bantuan dari dana yg diturunkan yg sampai ke rakyat hanya sampai sisanya kemana,0,0,1
ini ibu ketua ngerti new normal kagak sih bego banget kalau new artinya semua baru itu berarti semua murid baik semua pegawai di sekolah harus tes covid dan staff harus bener dijaga ketat pergaulan lingkungan di ,1,0,0
sekolah dan universitas walaupun menerapkan belajar di rumah tidak akan kering pemasukan karena murid dan mahasiswa tidak akan nolak bayar uang gedung spp dll di kota saya ada satu kompleks perumahan elit sebelum psbb diterapkan pemerintah mereka sudah nutup area perumahan nya dari orang luar untuk orang kaya lebih tenang anaknya sekolah online orang ekonomi menengah tidak jauh beda tapi memang susah anak ekonomi bawah karena harus ada setidaknya hp dan internet tapi tentunya kalau mereka lalu sakit akan lebih susah lagi ,1,0,0
igant anak adalah masadepan bangsa maka jagalah anak semaksimalmumgkin sy peribadi tidak setuju jika sekolah d buka d masa pedemik karna besar kemungkina corona meyerang anak ,1,0,0
siap siap new normal ada gelombang kedua ,0,0,1
setuju harusnya sekolah masih blm bisa dilaksanakan karena anak akan lbh mudah terkena dan tertular penyakit ini ,1,0,0
imunitas anak lebih rentan terhadap covid mending telat sekolah setahun dibandingkan nyawa jadi taruhan ,0,1,0
hidup seperti larry ,0,1,0
tolong dliburkan lagi lah clo anak anak yang terkena covid kasihan ibu bapak sekarang aja yg tertular corona sehari bisa mencapai ribuan apa lagi nanti sekolah di buka kembali ga kebayang deh,0,0,1
mungkin ini akan terjadi secara realistis v before corona ilang kami ingin sekolah ,0,1,0
waduhh harusnx sih gak usah dulu karna pandemi ini belum menurun jumlahx makin bnyk ,0,0,1
hahahah miiiin minn disaudi bln gak sekolah miiin miin ,0,1,0
new normal sebenarnya kaya gmn seh aku kok g mudeng ,0,0,1
miaalnya anak aman disekolah bisa amankan bagi anak yg berangkat sekolahnya naik kendaraan umum,0,1,0
kembalilah ke sekolah biar macam korea setelah sekolah dibuka malah nyebar disekolah tuh corona dan tutup lagi l l hahahahahaha,0,0,1
bagaimana nasib pesantren jika santri santri kembali lagi ngga bakalan bisa menerapkan protokol kesehatan kalau mau new normal ya terapkan dulu di sektor ekonomi dan pembangunan kalau dalam perkembangannya banyak sisi negatif ya udah nunggu reda aja,0,0,1
baiknya tunggu keadaan sedikit membaik karena anak anak lebih rentan kekebalan tubuhnya daripada remaja apalagi dikampung ada anak anak yg harus kesekolah berdesakan di angkotan umum,1,0,0
apakah admin di konten metrotv ini membaca kolom komentar ya anak sy smk swasta di medan sdh dijadwalkan masuk tgl juni nanti ,0,1,0
sekolah memang wajib tapi yang paling wajib adalah kesehatan karena sebuah aktivitas ataupun rutinitas didukung juga dengan kesehatan ,1,0,0
krisis kuotaaa internet ,0,1,0
gugus tugas ada inovasi lain gak ya kayaknya monoton kerjanya alias gak fungsi,0,1,0
ku tk akan mengizinkan anak ku sekolah kembali sebelum keaadaan normal kembali anakku satu nya trus kos lagi jauh dari keluarga yng namnya anak kalau sudah ketemu temen nya nggk ada yng namanya jaga jarak ,0,0,1
korea baru saja anak sekolah terkena corona gelombang kasian anak jangan sampai generasi habis,0,0,1
new normal blm bisalah diterapkan ke anak² sekolah dibikin shift tetap bukan solusi jg lebih byk resikonya,1,0,0
jgn dulu dibuka lah sekolah selesai in dulu kasus covid nya,0,1,0
apalagi jumlah positif di indonesia terus bertambah,0,1,0
sya mhon skolah tdk usa buru msuk tlg blkar sja dirmh dlu situasi blom aman sya tdk stuju jga ank msuk dlm wktu dkat ,1,0,0
sanggat sangat setuju dng ibu retno jokowi pemerintah janggn gegabah dan terkesan memaksakan zerokasusmasuksekolah,1,0,0
lebih baik thn ini th ajaran nya ditambah tahun jadi sampai desember,0,0,1
new normal gak berlaku utk anak lah org dewasa aja sering ngeyel apalagi anak ,1,0,0
kalo jadi masuk bulan depan buat aja surat keterangan dari keluarga ,0,1,0
mending sekolah dibuka awal tahun saja kalau pandemi ini sudah mereda yang dewasa saja susah dibilangin kok apalagi anak ,0,0,1
italian aja pada bilang no for this kind of thing gegabah,0,1,0
kalau anak yg sekolah di sma taruna kan tinggal di barak asrama sedangkan perbarak itu terdiri dari org nah itu bagaimana solusi nya ,0,0,1
sekolah libur spp jalan terus pengeluaran double udah bayar spp bayar beli kuota haduhhh tegas lah mao di stop dlu belajar mengajar toh gak efektif kayaknya belajar online ,0,0,1
jgn buka dlu sekolah jgn ngeyel demi anak jgn ikutin arus yg blm jelas kapan ilang nya virus ,0,1,0
kerja boleh masuk kantor sekolah jangan bisa sekolah dari rumah kok materi praktik vidio bisa gabisa bayangin semua sekolah dll dibuka betapa mgerinya gelombang ,1,0,0
siap dong spikiater buat anak supaya tidak traumah terhadap adap tasi ter hadap teman sama guru dan lingkungann buat disekolah sama dengan lingkungan sudah siapkah semuanya,0,0,1
yang kangen sekolah like wkwk,0,1,0
dg kasus covid yg masih tinggi dan bila sekolah mulai masuk tentu kami sbg orang tua yang anaknya masih sd akan selalu was was dan khawatir guru tak mungkin slalu bisa mengawasi tiap anak dan lagi untuk anak seusia sd sngat susah utk pake masker ataupun sosial distancing ,1,0,0
yah yg diwawancara si retno terus ini retno yg dipecat ahok waktu jd kepsek dia g suka pemerintah kemarin aj membela demokrt waktu anak ahy buat surat mengenai lockdown ,0,0,1
betul bu jng smp mengkorbankan anak anak kita,0,1,0
new normal msh pake masker msh jaga jarak msh ada temuan covid ,0,0,1
enak skrg mrtro ada backsoundny,0,1,0
keselamatan anak hrs diutamakan dlm pandemi spt ini yg kasusnya msh tinggi sangat beresiko klau anak msk sekolah lbh baik ketinggalan pelajatan th dr pd anak sy jd korban nyawa anak sy lbh berharga,1,0,0
sy sgt setuju dgn kpai stop sekolah dulu ,1,0,0
pusing gara corana otak kita di putar mesjid ditutup tp mall di buka psbb tp orang banyak berkeliaran lama mati berdiri bukan mati karna corona ,0,1,0
halaahhh ngawur ,0,1,0
teori nya mah bagus praktek nya beda lagi gua yg ngalamin sekolah tau realita nya gimana kalian cuman pada bikin kebijakan doang,0,1,0
now normal kpn pesawat mulai operasi lg,1,0,0
anak harus tes sebelum mssuk kelas,1,0,0
gk usah di buka biar langsung kuliah,0,1,0
aplus aja sekolan di gedung setengah bulan biar jaga jarak,0,1,0
anak imunnya ga tinggi amat loh apalagi anak penerus bangsa ga inget apa sekolah kepolisian yg kena ratusan pabrik rokok juga yg kena puluhan lah ini anak yg kebanyakan pada bodo amat lahya soal kebersihan istilahnya cireng jatoh dah menit juga dicaplok lagi,1,0,0
nyawa tunas bangsa lbh penting dr sklh yg tua aja pada bandel aplg ank aduuuuch apa mau lbh sibuk lg it rm skit urusin dlu it corona g ush bingung ank sklh,0,1,0
yang pnting kesehatan bukan pendidikan kpn saja pndidikan bisa ditempuh tapi kesehatan klu tidak ditaati taruhan nyawa,0,1,0
yg bilang new normal bukan cowok normal tapi banciiii,1,0,0
yg bilang new normal bukan cowok normal tapi banciiii,1,0,0
bingung mau komen apa serba salah,0,1,0
di sekitar rumah aja bocah pada maen sepeda ga pake masker pada boncengan di jalu masih sehat aja klw sekolah ngikutin protokol kesehatan pake masker jaga jarak apa mungkin bisa tinggal di cluster mewah kayaknya ibu ini maen dong ke kampung kita sekali ,1,0,0
yg fokus ke news anchor nya hayoo siapaa,0,1,0
aneh istilah new normal cma ganti istilah virus aj masih menghantui betul kata ibuk ini hadeh istilah mlah bikin pusing,0,0,1
kalo saya memilih saya akan memilih menunda sekolah demi keselamatan anak karna tugas kita sebagai orang tua jam mengurus anak untuk lbh baik lagi skalian kita membantu pembimbing siswa di sekolah skrg tugas kita sbgai org tua yg harus ikut serta dlm membimbing anaknya sklh d rumah pembimbing siswa di sekolah hanya jam di wktu sklh itu pun kadang anak nya ada yg fokus bljr dan ada anak yg tidak fokus bljr mungkin skrg tugas kita sbagai org tua harus lbh lg memberi plajaran di rumah dgn waktu yg sangat banyak mohon maaf bila ada salah kata,1,0,0
ditemptku tgl mei ini ko berngkt ya,0,0,1
anak sy sudah mulai bosan dirumah tlg anak sy mengeluh pngen cpt ke sekolah ,1,0,0
sudahlah undur aj thn dpn thn ajaran barunya orang tua pasti mrasa khawatir trs klo gini sama anak nya ,0,1,0
anak sekolah jaman skrg suka pacaran gmn mau phisical distancing yg ada malah empet an ,0,1,0
klu hy menebak vovit ada gk ada byk yg kena itukan lo hy tau di berita gk usah ngomong da jenuh rakyat da lapar da mau pd mati gk usah ngomong terus basiiiii,0,1,0
nyawa lebih berharga kalau sekolah kembali bakal ramai lagi dan berbahaya virus corona ,1,0,0
setuju dengan bu retno bagaimana jika perekonomian nya pulih dahulu karna kebanyakan orang tua harus siap kembali membayar a z belum jika anak mereka bukan hanya baru setelah keadaan dinyatakan aman roda perekonomian pun dikatakan stabil barulah anak bisa ke sekolah ,1,0,0
pokok nya kalo sekolah di buka pas sehari masih naik ratusan kasus fix pemerintah indonesia di anggap psikopat oleh negara lain ,0,1,0
setuju karena untuk belajar di rumah peserta didik saya mayoritas tidak memiliki hp untuk makanpun sulit dan jika guru mendatangi k rumah peserta didik tentunya mengorbankan keselamatan karena mayoritas daerah rawan begal bahkan sarang begal semoga lekas usai pandemi covid ,1,0,0
halah kpai ngomong mulu risetnya aja based on status facebook gak valid lagian tolong dibedakan dong ta baru akan tetap berjalan tapi masuk sekolahnya belom tentu bertepatan dengan dimulainya ta baru think smart,0,0,1
 save siti fadilah suparni,0,1,0
sy gk setuju jk sekolah masuk terutama anak paud tk sd mrk sangat riskan dan rentan banget masalahnya masyarakat ada yg mematui dan ada yg tdk mematui perintah atau himbaun,0,1,0
saya ngak mau sekolah online masak sekolah online harus bayar perbulan coba kah harus lihat kondisi ke uang nya orang tua murid masak sekolah online harus bayar perbulan di sekolah ku kok belajar online harua bayar perbulan gak setuju saya kalo kalo belajar online harus pake bayar perbulan,1,0,0
sekolah bisa dibuka kembali jika vaksin sudah ditemukan jangan biarkan anak anak kita terpapar covid mereka generasi penerus bangsa ,1,0,0
masuk sekolah jgn dulu,0,1,0
sy setuju anak sekolah di liburin tp gaji guru jg di liburin jangan menang sendiri,1,0,0
sekolah dirumah saja anak ku bertiga bisa bantu orang tuanya ke sawah nyangkul kebon nanam jagung singkong kedelai cari rumput untuk ternak sapi dan wedus mandiri dan positiplah yg penting belajar berjalan dg baik dan insya alloh anak pada pinter semua aamiin yra ,1,0,0
gk usah di buka biarlah anak indonesia pd gblok biar mudah di bohongi itu ug di mau,0,1,0
aduh anak sy naik tk b jg sd kelas new normal tdk akan sy mskan sekolah dulu lbh baik ganggur dari pd di pertaruhkan dgn corona terbayang anak kena corona di bawa tanpa kita temani kalo bisa pemerintah buka yg lain sekolah tk dan sd jgn dulu buka apalagi anak anakbdi bawah thn masih byk blm bisa di atur plzzz lindungi anak sy anak sy bener jaga betul,1,0,0
tapii covid masih tinggi dan setiap hari terusss bertaaambah lebih baik memikirkan pentingnya kesehatan dulu la untuk anak dari pada nanti anak nanti kenak covidddd juga menteri pendidikan itu dah memikirkan itu semuaa kapan yang pas masuk sekolah karna sekolahan ini usia anak dan imunnya tak sekebal orang dewasa lebih baik belajar tetap dirumah saja dulu daring demi memutus covid ini dari pada nanti pendemi ini harus mamaksakan sekolah untuk masuk sekolah mana tau kesehatan anak jadi terganggu kan kasian ,1,0,0
pakai masker itu engap klo naik kendaraan sejam dua jam gpp pake masker kalo diem aja duduk sambil dengerin pelajaran gak bisa lebih dari jam x ,0,1,0
siap siap ,0,1,0
jgn buka dlu sekolah msih ngeri biarkan bljar di rumh scra online krna lbih aman untk saat ini ksian yg msih kcil blm fham apa ,0,0,1
kantin ditutup kasian yg punya usaha,0,1,0
mending liburnya diperpanjang sampe bener bener normal,0,1,0
nyawa itu tidak bisa di kembalikan di tunda dulu napa nanti yg susah ortu nya kalau anak nya terpapar viruss,0,1,0
saya juga takut anak saya jg masih tk semua yang tdk mengerti social distancing klo suruh cuci tangan sudah biasa dari kecil tolong pemerintah pahami kami yg kwatir penyebaran meluas haruskah mamanya yg sekolah jg ,0,1,0
saya sangat khawatir jika anak yang jumlahnya tidak sedikit selama berjam dan berhari berada dalam ruang di masa pandemi apapun alasannya saya juga mengkhawatirkan guru yang tetap bertatap muka di tengah pandemi guru menjadi garda terdepan setelah dokter dan perawat padahal tidak menggunakan apd layaknya nakes ,0,1,0
saya jg sangat setuju sekali sama bu retno sebaiknya sekolah jgn dibuka dulu kita hrs betul memastikan dulu keadaan yg bettul aman kasian ank kita kalo sampe kena corona dan di karantina tolong di dahulukan nasib keselamatan dan kesehatan untuk ank kita trima kasih teruskan pembelaanmu bu retno demi berjuta nyawa ank indonesia ,1,0,0
wah sulit jika anak anak di suruh jaga jarak ,0,1,0
utk keselamatan bersama kami mohon sekolah jgn dimulai dulu kasihan anak penerus bangsa ini krn akan susah mengontrol anak ini stop sekolah sampai aman dan zero kasus ,1,0,0
awal tahun aja bu new normal nya ,0,0,1
assalamualaikum bapak yg punya wewenang untuk menerapkan new normal utama nya di dunia pendidikan tolong hati hati karena hubungan nya dengan generasi anak kita perlu bicara and duduk bareng dgn pihak yg punya kompetensi perlu kita ketahui ni virus yg sangat berbahaya matur nuwun,1,0,0
lebih baik thun dpn mulai nya demi nyawa semua anak gpp ketimggaln demi keselamatan,0,1,0
gue sebagai pelajar gak setuju kalo sekolah udah mau dibuka kembali sekalipun nanti udah back to school gue gak mau masuk sekolah kalo kasusnya masih banyak kayak gini pemerintah bisa think gak sih kita sebagai pelajar gak mau jadi korban ,1,0,0
saya mau virus hilang dulu baru saya sekolahkan anak dr pd saya kehilangan anak,0,1,0
hug bln libur sekolah,0,1,0
kalo usul gua masuk sekolah di bagi per kelas umpama murid ya pagi masuk siang masuk trus sistemnya sekarang masuk besok libur jadi gak harus libur hari sabtu minggu,0,0,1
bu retno sekarang ini tidak ada zona hijau di indonesia semua zona merah kota tegal am i joke to you ,0,1,0
gurunya harus di karantina dulu biar sterit karena saat guru blm tahu kondisinya,1,0,0
semoga virus corona segera berlalu di seluruh dunia disini juga di jeddah arab saudi sekolah belum di buka ntah kapan di mulai nya lagi ,1,0,0
sekolah th dpn aja jd persiapkan dulu matang matang,0,1,0
betul bu kami juga belum siap dari sekolah kami belum punya protokol kesehatan,0,0,1
saya gak setuju kalau anak cepat msk sekolah sblm bener clear dari virus corona,1,0,0
jgn menambah kericuhan negara sudah menggatur yg terbaik,0,0,1
siapkan spieskolok buat anak biar damai tidak trauma,0,1,0
sy setuju dgn bu retno ,0,0,1
anakku msh tk kl skolh sudah normal ga bakalan ak masukin sekolah slma kasus corona msh tinggi sprti skrg,1,0,0
adakan keringan harus di berlakukan cuti sekolah selama setahun dimana sekolah akan di lanjutkan pd tahun berikutnya dan pada tahun ini tdk ada sepeser pun yg harus dibayarkan kpd sekolah ,1,0,0
yang menjadi pertanyaan bisakah kondisi pandemik ini kembali normal di tengah beberapa warga yg kadang berani menyalahi protokol pemerintah ,0,1,0
nyawa lebih berharga dari pada ilmu v,0,1,0
saya sependapat dengan bu retno ,0,1,0
saya sebagai pelajar ga mau,0,1,0
well gue setuju sama bu retno karena kalo misalnya new normal di jalanin sekolah mall pasar dibuka itu sama aja kaya kejahatan genosida dengan membunuh masyarakat banyak think again banyak anak anak yang punya mimpi tinggi,1,0,0
ayoo anak siapa yang mau jadi percobaan gelombang pertama anak aku soalnya gak tak bolehin berangkat walaupun sekolah udah kembali hehehehehe,0,0,1
betul sekali ibu retno apa yg di smpaikn ibu jgn gegabah ini prmasalahan kslamatan nyawa juta an ribu ank klo mw mnormalkn sekolah hrs brpikir ribuan ulang makasih bu retno atas pnjelasanx untuk kami semua,0,1,0
please jangan membunuh satu generasi ,0,1,0
setujuuuuuu,0,1,0
yang org nikah gimana gak ad yg nikah gak ada pendapatan saya boos ,0,0,1
saya juga kurang paham untuk menyikapi msalah ini saya sebagai siswa smk memang sekolah daring kurang efisien menurut saya tugas yang menumpuk semua dikejar diedline tugas mati satu tumbuh seribu tapi kembali lagi mengingat virus ini yang berbahaya saya jadi takut untuk kembali lagi ke sekolah apa lagi di kota tempat tinggal saya semakin meningkat positif ,0,0,1
 siswa guru,0,1,0
libur sekolah para pengajar tetep dapat gajihan ,0,1,0
siapa disini yg anaknya semenjak psbb jadi jarang sakit batuk pilek yg dahulu sering bawa penyakit kerumah bgmn jika nanti yg dibawanya adalah flu covid ,0,1,0
lebih baik libur sekolah sampai akhir tahun tapi belajar di rumah trs vc an sm guru sendiri dr pd sekolah trs kesehatan jadi mslh terbesar trs generasi muda jd tertular ,0,1,0
saya pengen cepet cepet sekolah nih jujur saya kurang paham dan sangat kesulitan mengerjakan tugas secara online,1,0,0
giliran di suru skola lu pade malah main gaple bolos²an pen libur mulu tawuran ama skola lain eh pas dikasi libur panjang lu pengen skola ,0,0,1
semua pasti ad jalannya jangan hy pandai mengkritik pemerintah kpai beri solusi baru jitu ,1,0,0
yang dibuka universitas sama sma aja kalau tk sama sd mah gausah masuk pelajarannya juga masih gampang kan,0,0,1
mau jaga jarak gimana tiap hari masuk sekolah cuman nongkrong jajan pulang cuma bawa ilmu cerita dari teman teman tongkrongan bukan dari guru indah nya sekolah di negri ku awokwokkkkkk,0,0,1
anak sekolah liburkan aja dulu,0,1,0
apakah kalau anak sekolah diliburkan ini apakah menjamin anak diam dirumah saja atau belajar dirumah yang pada kenyataanya malah bermain itulah yang terjadi dilapangan,0,1,0
kemendikbud gak boleh cuman ngikutin keputusan gugus tugas covid aja pikirkan baik buruknya untuk anak didik maupun tenaga pendidikan jamin fasilitas setiap sekolah yang dapat mencegah virus untuk tersedia dan memadai setiap sekolah ya bukan kota besar atau sekolah favorit saja saya sangsi fasilitas tersebut dapat terpenuhi ,1,0,0
lebih baik nunggu normal seperti biasanya nyawa lebih baik daripada mata pelajaran mata pelajaran masih bisa ditingkatkan dari pada nyawa mau nyari udah gaada,1,0,0
emak gua gak ngebolehin gw sekolah kalau masih ada corona dahal gw pengen bet cepet sekolah kalau mata bisa ngomong mata gw udh bosen natap hp sama tv,0,1,0
belajar liwat onlen klo gak punya hp android dan koata siswa gak bisa belajar liwat onlen jga kdg meribetkan coba di tes dulu bagus gak sistem new normal yaa kasian jua anak kita ya jadi bingung ,0,1,0
banyak sekali anak yg meninggal corona data darimana ,0,1,0
libur dulu pak kasian anak ku hidup nya dipesantren bpk tau sendiri kan hidup di pesantren banyak orang anakku cuman satu satu nya dia adalah hartaku yang paling berharga ,0,0,1
 aguatus cocok untuk mulai sekolah,1,0,0
knpa ya negara kok potokan pd negara lain knpa gk bs py pendirian sendiri,0,0,1
udah pada tau blm to ini kalo jumlah korban anak meninggal gara covid di indonesia ini terbanyak di asia tp data gak di sebutin selama ini kalo yg mau sekolahin anaknya monggo silahkan kl saya mending gak sekolah tahun drpd kehilangam anak selamanya pendidikan bisa dicari dimanapun sudah saatnya sekolah ini merubah cara pandang tentang pendidikan ,0,0,1
rsa takut dh mengalahkan rasa percya diri ga bakaln maju hidup kita ,0,0,1
banyak murid yang memang bodo amat sma ginian bnyk yg g memperhatiin protokol kesehatan juga kyk tmen ane pada g ada masker pda kumpul di tmpt rame di stts wa bnyk beut klo sekolah di buka pasti ada yg mengajak mempengaruhi siswa lainnya untk tdk menggunakan masker dan mungkin akan semakin buruk,0,1,0
singapore gak nunggu o kasus kelamaaan buuuu th lagi juga belum ilang o ,0,1,0
tonton jugak fidio ini klikhttps youtu be hdc uxglohw,0,0,1
amerika aja korban jt sudah re opening indonesia mau ngikutin siapa kalo psbb terus kalo ga bergerak ke new normal tetap optimis ikuti pemerintah lebih tau ygf terbaik buat rakyat indonesianewnormal,0,0,1
mantaap penjelasan bu kpai selamatkan nyawa anak kita anak bangsa indonesia terima kasih ibu kpai ,1,0,0
enakan libur,0,1,0
 gua pen sklh ,0,1,0
untuk perkuliahan gimana nggeh kita juga dari berbagai kota kembali pada kota di universitas kami dan untuk penjadwalan perkuliahan gak seperti anak sekolahan ,0,1,0
kpai lagi lagi engkau gak faham apa yang kau lindungi ,0,1,0
sya selaku warga untuk sekrang masih ngk setuju new normal diberlakukan karna masih belum efektifnya buktinya nyatanya korsel baru sehari dberlakulan sekolah² dibuka langsung yg postif melonjak tinggi klau mau berlakukan tunggu benar benar aman pastikan aman dulu contohnya vietnam bulan merekq tdk mendapat pasien postif dab udh yakin jadi mereka berlakukan tpi bandara ttp ditutup biar tdk oenularan lagi yg masuk terus menerus sperti itu smpai bnar bnar hilang ,1,0,0
woeee kpai taiwan liburnya cuman minggu di buka kembali dri bulan pebruary sampai skrg tdk ada lbur corona fasar kpai mau makan gaji buta,0,0,1
baseng ne,0,1,0
ingat belajar disekolah itu berkumpul meski diberi jarak tetap saja akan mendekat satu sama lainya mereka sekolah pun pikirannya terganggu tidak konsentrasi karena selalu memikirkan virus sifatnya manusa salah dan lupa jadi tak akan terkontrol mereka camkan itu lebih aman belajar dirumah masing masing setoap hari secara online serta fasilitasi mereka dengan kuota internet selama masa pandemi covid karena mereka adalah calon penerus bangsa ini ,1,0,0
menurut saya jangan dulu lah karna di indonesia kasus corona masih bertambah setiap harinya nunggu kasus covid dulu baru sekolah di buka lagi sekarang kalaian pikir apakah semua orang tua siap anaknya kembali sekolah dng keadaan begini kritis memang sudah di terapkan sekenari² terbaik apakah itu benar benar menyelamatkan siswa siswi di indonesia terkadang banyak anak yang tidak memakai masker berkumpul dan tidak menaati peraturan pemerinta ,0,0,1
knapa di paksa sekali masuk,0,1,0
gw dah kesel anjayy gak sekolah,0,1,0
skolah g perlu dibuka skolah bs dirumah ,0,0,1
buset orang yg udah tua aja susah diatur apalagi anak kecil gw takut adek gw kena yg masih kecil,0,0,1
aku gak mau mati gara gara ketemu ama teman di sekolah,0,1,0
jangan dulu,0,1,0
komunis bahagia jika sekolah ditutup utk pembodohan generasi bangsa covid tdk selesai jika rejim tdk seportif ,0,1,0
trus klo pndok pesantren bagaimna trs juga klo pesantrn kan jam non stop gx plng ke rumh sedangkan pndok pesantren ituu bkn cuma daerah ada yang dri berbagai daerah juga bagaimna jika masuk sekolah dlam kondisi covid mash meningakt ini jika pndok pesantren jam non stop tanpa pulang kerumh maka jika trkena covid akan menyebar ke semua karna covid ini gampang sekali menyebarny dn juga jika di pndok pesantren ituu apapun keadaan nya breng tidur aja satu kamar semua dng kondissi breng bgaimna ,0,1,0
kpai ,0,1,0
ibu betul sekali hrs benar kasus covid dulu mendingan anak gak sekolah dulu dr pada anak sakit kena covid eman generasi penerus bangsa harus kita jaga ,1,0,0
anak anak murid sekolah tk sd amp smk dan mahasisa mahasiswi calon penerus bangsa jangan korbankan mereka jika dipaksa masuk dan disuruh hidup berdampingan dengan virus corona sama saja menghancurkan generasi bangsa ini lebih baik hingga virus tidak ada lagi di indonesia pikirkan matang matang demi kelangsungan bangsa dan negara ini tetap belajar dirumah sekolah dirumah ini lebih baik ,0,1,0
menuru aku indonesia makin bodo kalo gini,0,1,0
jangan dibuka dulu sekolah,0,1,0
selama ini anak saya stay home sudah aman bagus lebih baik memang ketinggalan pelajaran dari pada kehilangan anak ,1,0,0
dibuka per shift siswanya senang gurunya yg kritis selagi normal aja gurunya banting tulang gak karuan ,0,0,1
corona hanya hoax,0,1,0
saya sebagai org tua siswa saya setuju dgn apa yg ibu katakan kl kembali ke sekolah untuk saat ini nyawa anak kita sangat terancam kami org tua rata blm siap untuk melepas anak kembali ke sekolah org yg dewasa dan udah tua aja ga ngerti jaga jarak apa lagi anak ,1,0,0
rumit,0,0,1
maaf sebaiknya jangan dulu di buka tahun ajaran baru karena setiap hari selalu bertambah ratusan positif covid sedangkan penyembuhan masih belum maksimal jika mau dibuka khusus buat wilayah daerah zona aman untuk covid tapi itu tidak menjamin ikutin aja anjuran para pakar pakar dan ahli dalam pembukaan tahun ajaran baru ya agar protokol dan tujuan berjalan dengan baik yuk mampir chanelku dan bantu subscribe ya thanks,1,0,0
unnwo org,0,0,1
udh gk usah di buka lagian skolah udh gk penting selesai sekolah juga lum tentu lu dpt kerja kan lowongan pekerjaan udh di kuasain sama cina gk sekolah juga lu bisa jadi pembisnis dan banyak duit skolah tinggi kalau akhlak lu gk baik sering toxic gk berguna gk sekolah asalkan punya akhlak yang baik di jamin sukses ,0,1,0
saya kira sekolah dibuka atau tidak toch tidak berpengaruh banyak pada kualitas sekolah orangtua masih bayar guru masih dibayar jadi tidak perlu buru buru minta sekolah buka lagi saya mohon pak jokowi tidak perlu buru buru buka sekolah dan perusahaan perusahaan lain yg masih bisa kerja dari rumah terlalu banyak faktor yg menyebabkan usaha usaha social distancing gagal,0,1,0
padahal yang di new normal in itu jabar sama beberapa kota gasemua kota kan yang banyak peningkatan kasus itu dari jawa timur dan jawa tengah bukan jawa barat katanya kan sekolah itu persifb jam aja,1,0,0
 buat bu retno trimakasih banyak atas keterangan yg tlah disampeikan oleh beliau tentang anak kita yg mau masuk sekolah saya sangat setuju sekali jaga anak kita anak bangsa indonesia in shaa allah ibu retno skluarga slalu ada dalam lindungan allah ,1,0,0
tolong jgn buat bisnis corona rakyat da bosan denger corona rakyat da sngat menderita,0,1,0
waduh klo sklh ngak segera buka jadi bodoh anak anak kita ,0,0,1
